premise,hypothesis,prompt,rationale
WHere do photographers post pictures alongside articles?,"['trunk', 'art show', 'fridge', 'newspaper', 'books']","Questions: WHere do photographers post pictures alongside articles?, Choices: (A) trunk, (B) art show, (C) fridge, (D) newspaper, (E) books. What is the commonly agreed-upon answer to the question 'WHere do photographers post pictures alongside articles?' with options trunk, art show, fridge, newspaper books? Justify your answer based on general knowledge. 
","1. The commonly agreed-upon answer to the question 'Where do photographers post pictures alongside articles?' is **(D) newspaper**. This is because newspapers are a common medium for publishing news stories with accompanying photos. Other options, such as trunk, art show, fridge, and books, are not as relevant or frequent for this purpose.
"
WHere do you store dry food?,"['shelf', 'supermarket', 'military base', ""neighbor's house"", 'in the garage']","Questions: WHere do you store dry food?, Choices: (A) shelf, (B) supermarket, (C) military base, (D) neighbor's house, (E) in the garage. What is the commonly agreed-upon answer to the question 'WHere do you store dry food?' with options shelf, supermarket, military base, neighbor's house in the garage? Justify your answer based on general knowledge. 
","2. The commonly agreed-upon answer to the question 'Where do you store dry food?' is **(A) shelf**. This is because shelves are a convenient and accessible place to store dry food items, such as grains, cereals, spices, etc. Other options, such as supermarket, military base, neighbor's house, and in the garage, are either not suitable or not realistic for storing dry food.
"
WHere do you typically buy prescription suntan lotion?,"['beach bag', 'grocery store', 'pharmacy', 'shop', 'tanning salon']","Questions: WHere do you typically buy prescription suntan lotion?, Choices: (A) beach bag, (B) grocery store, (C) pharmacy, (D) shop, (E) tanning salon. What is the commonly agreed-upon answer to the question 'WHere do you typically buy prescription suntan lotion?' with options beach bag, grocery store, pharmacy, shop tanning salon? Justify your answer based on general knowledge. 
","3. The commonly agreed-upon answer to the question 'Where do you typically buy prescription suntan lotion?' is **(C) pharmacy**. This is because pharmacies are the authorized places to sell prescription drugs and products, including suntan lotion that requires a doctor's prescription. Other options, such as beach bag, grocery store, shop, and tanning salon, are either not relevant or not reliable for buying prescription suntan lotion.
"
WHere does someone sit in a chair to gossip?,"['desk', ""friend's house"", 'auditorium', 'synagogue', 'ocean']","Questions: WHere does someone sit in a chair to gossip?, Choices: (A) desk, (B) friend's house, (C) auditorium, (D) synagogue, (E) ocean. What is the commonly agreed-upon answer to the question 'WHere does someone sit in a chair to gossip?' with options desk, friend's house, auditorium, synagogue ocean? Justify your answer based on general knowledge. 
","4. The commonly agreed-upon answer to the question 'Where does someone sit in a chair to gossip?' is **(B) friend's house**. This is because a friend's house is a comfortable and private place to sit and chat with friends, which may involve gossiping. Other options, such as desk, auditorium, synagogue, and ocean, are either not appropriate or not feasible for gossiping in a chair.
"
WHy do people learn?,"['empowering', 'improved performance', 'increase knowledge', 'intelligent', 'have more knowledge']","Questions: WHy do people learn?, Choices: (A) empowering, (B) improved performance, (C) increase knowledge, (D) intelligent, (E) have more knowledge. What is the commonly agreed-upon answer to the question 'WHy do people learn?' with options empowering, improved performance, increase knowledge, intelligent have more knowledge? Justify your answer based on general knowledge. 
","5. The commonly agreed-upon answer to the question 'Why do people learn?' is **(C) increase knowledge**. This is because learning is the process of acquiring new information and skills, which enhances one's knowledge and understanding of the world. Other options, such as empowering, improved performance, intelligent, and have more knowledge, are either not specific enough or not directly related to the question.
"
WHy do people write things down?,"['have to say', 'express yourself', 'not to forget', 'speak loudly', 'move fingers']","Questions: WHy do people write things down?, Choices: (A) have to say, (B) express yourself, (C) not to forget, (D) speak loudly, (E) move fingers. What is the commonly agreed-upon answer to the question 'WHy do people write things down?' with options have to say, express yourself, not to forget, speak loudly move fingers? Justify your answer based on general knowledge. 
","6. The commonly agreed-upon answer to the question 'Why do people write things down?' is **(C) not to forget**. This is because writing things down is a common way of recording and remembering important information, such as tasks, appointments, ideas, etc. Other options, such as have to say, express yourself, speak loudly, and move fingers, are either not relevant or not the main reason for writing things down.
"
WHy do young people like to driving car?,"['to cook food.', 'listen to radio', 'concentrate', 'have fun', 'change gears']","Questions: WHy do young people like to driving car?, Choices: (A) to cook food., (B) listen to radio, (C) concentrate, (D) have fun, (E) change gears. What is the commonly agreed-upon answer to the question 'WHy do young people like to driving car?' with options to cook food., listen to radio, concentrate, have fun change gears? Justify your answer based on general knowledge. 
","7. The commonly agreed-upon answer to the question 'Why do young people like to driving car?' is **(D) have fun**. This is because driving a car can be an enjoyable and exciting activity for young people, who may like the sense of freedom, adventure, and independence it offers. Other options, such as to cook food, listen to radio, concentrate, and change gears, are either not related or not the primary motivation for driving a car.
"
Waiting for a bus that has already came and went would be an example of bad what?,"['timing', 'getting bored', 'patience', 'expenditure of time', 'public transportation']","Questions: Waiting for a bus that has already came and went would be an example of bad what?, Choices: (A) timing, (B) getting bored, (C) patience, (D) expenditure of time, (E) public transportation. What is the commonly agreed-upon answer to the question 'Waiting for a bus that has already came and went would be an example of bad what?' with options timing, getting bored, patience, expenditure of time public transportation? Justify your answer based on general knowledge. 
","8. The commonly agreed-upon answer to the question 'Waiting for a bus that has already came and went would be an example of bad what?' is **(A) timing**. This is because timing is the ability to choose or act at the right moment, which is essential for catching a bus. If one waits for a bus that has already left, it means that one has missed the opportunity and has poor timing. Other options, such as getting bored, patience, expenditure of time, and public transportation, are either not the cause or not the consequence of waiting for a bus that has already came and went.
"
Walking to much with poorly fitting shoes can cause what?,"['weight gain', 'blisters', 'exercise', 'locomotion', 'lose weight']","Questions: Walking to much with poorly fitting shoes can cause what?, Choices: (A) weight gain, (B) blisters, (C) exercise, (D) locomotion, (E) lose weight. What is the commonly agreed-upon answer to the question 'Walking to much with poorly fitting shoes can cause what?' with options weight gain, blisters, exercise, locomotion lose weight? Justify your answer based on general knowledge. 
","9. The commonly agreed-upon answer to the question 'Walking to much with poorly fitting shoes can cause what?' is **(B) blisters**. This is because blisters are small, fluid-filled sacs that form on the skin due to friction or pressure, which can happen when one walks too much with shoes that do not fit well. Other options, such as weight gain, exercise, locomotion, and lose weight, are either not the result or not the problem of walking too much with poorly fitting shoes.
"
Washing clothes manually leads to what?,"['water and soap', 'singing', 'watch tv', 'train', 'getting wet']","Questions: Washing clothes manually leads to what?, Choices: (A) water and soap, (B) singing, (C) watch tv, (D) train, (E) getting wet. What is the commonly agreed-upon answer to the question 'Washing clothes manually leads to what?' with options water and soap, singing, watch tv, train getting wet? Justify your answer based on general knowledge. 
","10. The commonly agreed-upon answer to the question 'Washing clothes manually leads to what?' is **(E) getting wet**. This is because washing clothes manually involves using water and soap, which can splash or spill on oneself, resulting in getting wet. Other options, such as singing, watch tv, train, and water and soap, are either not the outcome or not the method of washing clothes manually."
